source_name,target_name,source_iso3,target_iso3,year,estimated_trips,dist,source_region,target_region,source_subregion,target_subregion
ITA,ESP,ESP,NLD,2024,3879,744.6200232518972,Eastern Europe,Western Europe,South,East
FRA,BEL,DEU,POL,2024,2218,703.5075003294811,Eastern Europe,Eastern Europe,North,North
ITA,BEL,FRA,ITA,2024,245,834.80025660507,Eastern Europe,Western Europe,East,South
NLD,FRA,NLD,ITA,2023,8042,2695.7220215693505,Northern Europe,Southern Europe,South,West
NLD,FRA,ITA,AUT,2024,4665,1764.3944947566486,Western Europe,Northern Europe,North,East
FRA,POL,CHE,BEL,2022,292,1117.255106729905,Western Europe,Eastern Europe,North,North
BEL,AUT,ESP,POL,2023,5287,2514.8118644133183,Eastern Europe,Western Europe,South,West
NLD,ITA,DEU,BEL,2024,6737,1530.879431198846,Western Europe,Northern Europe,South,North
BEL,DEU,DEU,NLD,2022,8343,2743.735449754579,Western Europe,Southern Europe,East,East
DEU,CHE,ITA,AUT,2024,2510,2791.241286515205,Southern Europe,Northern Europe,South,East
NLD,BEL,POL,DEU,2022,1920,579.718441172387,Southern Europe,Southern Europe,East,East
POL,AUT,AUT,AUT,2022,3064,106.73787778259779,Northern Europe,Eastern Europe,West,South
FRA,POL,FRA,ITA,2022,2621,2953.3997264129666,Western Europe,Northern Europe,West,East
DEU,NLD,POL,POL,2022,2668,2727.79885476969,Northern Europe,Eastern Europe,North,West
POL,DEU,FRA,BEL,2023,5982,260.7911835411401,Northern Europe,Western Europe,West,South
POL,AUT,ITA,POL,2023,1967,2515.7993654291026,Western Europe,Southern Europe,West,North
POL,NLD,FRA,NLD,2022,7565,1427.6343044216992,Eastern Europe,Southern Europe,East,West
BEL,ITA,ITA,AUT,2024,7702,850.9886545724281,Western Europe,Eastern Europe,North,West
CHE,POL,BEL,ESP,2022,3299,2648.3649186630964,Southern Europe,Eastern Europe,South,North
ESP,DEU,POL,DEU,2024,340,2847.1699983181943,Eastern Europe,Northern Europe,West,West
CHE,ITA,ITA,CHE,2023,4731,1879.6812444133561,Northern Europe,Southern Europe,North,West
DEU,BEL,ESP,NLD,2024,9699,746.9503701340271,Southern Europe,Western Europe,North,South
ESP,CHE,NLD,NLD,2022,5177,2083.52787675391,Southern Europe,Eastern Europe,North,South
CHE,FRA,FRA,BEL,2022,3868,651.660999378399,Northern Europe,Eastern Europe,East,West
BEL,POL,BEL,FRA,2022,9242,1610.5687698319696,Southern Europe,Northern Europe,North,East
AUT,ITA,ITA,BEL,2024,8095,1460.273258731345,Western Europe,Western Europe,West,North
CHE,NLD,CHE,BEL,2024,8902,306.0085220696896,Northern Europe,Northern Europe,West,East
FRA,CHE,FRA,DEU,2024,6529,2473.0926712583787,Eastern Europe,Western Europe,East,South
CHE,FRA,DEU,DEU,2023,3705,1073.478961864241,Northern Europe,Southern Europe,South,West
ITA,BEL,POL,ITA,2024,2273,1766.2883729004507,Western Europe,Western Europe,South,West
AUT,NLD,ITA,ITA,2022,9814,1592.8742813060899,Western Europe,Western Europe,West,East
ITA,POL,DEU,ESP,2023,6668,1588.4554632542824,Southern Europe,Southern Europe,West,East
AUT,NLD,AUT,FRA,2022,2701,410.9449432046136,Northern Europe,Western Europe,East,North
BEL,NLD,NLD,AUT,2024,6180,1411.8636016990536,Northern Europe,Eastern Europe,South,East
ITA,ESP,DEU,AUT,2024,7425,2227.5642370569008,Eastern Europe,Eastern Europe,North,North
ITA,AUT,POL,BEL,2022,2259,2536.0546125700257,Southern Europe,Northern Europe,North,South
POL,BEL,AUT,ITA,2022,3930,1680.448606490052,Western Europe,Southern Europe,North,East
AUT,FRA,CHE,BEL,2023,8413,351.6705667884724,Western Europe,Western Europe,East,South
POL,AUT,NLD,POL,2023,4593,461.38368324846175,Western Europe,Eastern Europe,South,West
DEU,NLD,BEL,DEU,2023,1330,1161.107965991642,Southern Europe,Northern Europe,West,West
AUT,POL,FRA,DEU,2022,1233,765.2411562477079,Western Europe,Eastern Europe,North,South
BEL,ESP,ESP,ITA,2023,7707,733.0790242533857,Northern Europe,Northern Europe,East,West
POL,ITA,ITA,ITA,2023,1401,258.6102062711762,Eastern Europe,Eastern Europe,East,North
DEU,ESP,AUT,CHE,2022,2010,151.24312990675827,Southern Europe,Northern Europe,North,West
ESP,NLD,POL,DEU,2024,8182,398.0279036843672,Eastern Europe,Western Europe,East,South
POL,BEL,NLD,FRA,2024,8207,599.3726903285359,Western Europe,Western Europe,North,South
ESP,ITA,BEL,FRA,2023,9797,1349.852813659789,Western Europe,Western Europe,South,South
ITA,FRA,FRA,ITA,2022,8070,1580.5087577666495,Northern Europe,Western Europe,West,East
POL,ESP,ITA,BEL,2024,2016,507.7165627027602,Southern Europe,Eastern Europe,South,South
FRA,NLD,ITA,DEU,2023,7096,1331.8716904201403,Western Europe,Southern Europe,South,North
BEL,ITA,AUT,DEU,2022,6564,631.9285661440725,Southern Europe,Southern Europe,East,West
FRA,CHE,CHE,NLD,2023,278,119.8381696302543,Southern Europe,Eastern Europe,South,East
CHE,ESP,POL,AUT,2024,9188,1454.351812913051,Southern Europe,Eastern Europe,South,East
CHE,FRA,BEL,CHE,2022,6462,2088.390072869078,Southern Europe,Southern Europe,South,North
DEU,FRA,ESP,DEU,2024,9843,756.2042690170404,Eastern Europe,Southern Europe,East,South
ITA,DEU,DEU,AUT,2024,8783,482.23980670037014,Northern Europe,Eastern Europe,East,East
POL,ESP,CHE,NLD,2024,160,2672.4239588961896,Southern Europe,Eastern Europe,North,West
NLD,POL,AUT,DEU,2023,9369,897.5718402146135,Eastern Europe,Northern Europe,South,East
BEL,AUT,FRA,ITA,2023,6781,748.4765973987279,Western Europe,Western Europe,West,East
ESP,AUT,CHE,AUT,2024,2995,2585.581124868756,Southern Europe,Western Europe,East,South
FRA,AUT,NLD,DEU,2024,685,2469.610587583608,Western Europe,Northern Europe,North,East
BEL,DEU,ESP,NLD,2022,634,1518.792698140546,Eastern Europe,Eastern Europe,West,West
NLD,CHE,NLD,DEU,2023,3562,731.4712440186637,Eastern Europe,Southern Europe,East,South
POL,ESP,CHE,DEU,2023,4111,327.07484439071675,Eastern Europe,Western Europe,West,West
DEU,ESP,DEU,DEU,2022,3498,1762.9522935314171,Northern Europe,Western Europe,East,North
NLD,ESP,DEU,POL,2024,2255,385.20027261161806,Western Europe,Southern Europe,North,North
NLD,AUT,ITA,NLD,2024,7429,2827.441875687731,Southern Europe,Eastern Europe,South,East
BEL,DEU,ITA,BEL,2023,9296,794.0636309873399,Eastern Europe,Southern Europe,East,West
AUT,CHE,DEU,POL,2023,5425,1909.9289181323977,Western Europe,Eastern Europe,South,North
ESP,AUT,DEU,CHE,2022,8618,1474.8211659127871,Eastern Europe,Eastern Europe,West,South
CHE,BEL,BEL,CHE,2023,4803,2639.4868699997073,Northern Europe,Western Europe,North,East
AUT,BEL,NLD,DEU,2022,2806,887.1495064005544,Northern Europe,Eastern Europe,East,West
POL,NLD,CHE,POL,2023,101,110.73697981400886,Eastern Europe,Southern Europe,West,East
AUT,BEL,FRA,BEL,2022,9325,571.4274972011037,Eastern Europe,Eastern Europe,East,North
ITA,POL,ESP,POL,2023,8416,1113.6161233912544,Southern Europe,Northern Europe,North,South
ITA,POL,CHE,ITA,2024,1204,1015.591276334417,Northern Europe,Eastern Europe,East,North
NLD,POL,DEU,BEL,2024,5369,2073.6259318026296,Southern Europe,Northern Europe,South,East
ESP,CHE,ESP,POL,2023,7043,968.7133268832021,Northern Europe,Eastern Europe,East,North
BEL,DEU,FRA,ITA,2024,537,377.12140147917216,Western Europe,Western Europe,North,East
FRA,NLD,NLD,ITA,2024,4946,2704.6246899782923,Western Europe,Southern Europe,South,South
ESP,FRA,CHE,POL,2022,9513,2941.4302526047204,Southern Europe,Southern Europe,East,East
BEL,CHE,ITA,ITA,2022,8181,2618.8032092789294,Eastern Europe,Northern Europe,West,East
BEL,ITA,ESP,NLD,2024,1001,604.4865743190541,Western Europe,Northern Europe,East,East
DEU,ESP,BEL,POL,2024,5498,233.96980128472362,Eastern Europe,Northern Europe,South,East
CHE,AUT,ITA,CHE,2024,6778,1780.8305094967545,Northern Europe,Southern Europe,South,North
BEL,POL,FRA,FRA,2022,5629,2746.55457796102,Northern Europe,Southern Europe,South,East
ITA,FRA,BEL,ITA,2023,6704,614.3189488132543,Western Europe,Southern Europe,North,West
POL,ITA,NLD,FRA,2024,4018,120.4244524100114,Northern Europe,Northern Europe,East,North
FRA,ESP,NLD,CHE,2023,1167,2435.9385334935087,Southern Europe,Southern Europe,West,East
CHE,DEU,NLD,BEL,2023,126,322.7074844315286,Northern Europe,Eastern Europe,East,North
ITA,AUT,NLD,BEL,2023,7037,1299.7474925390882,Northern Europe,Western Europe,West,West
NLD,FRA,ITA,POL,2022,7364,2068.7732778474765,Northern Europe,Northern Europe,East,West
BEL,NLD,AUT,CHE,2023,7218,786.7129978229224,Eastern Europe,Western Europe,South,North
BEL,DEU,BEL,ESP,2024,647,343.49143399550746,Eastern Europe,Eastern Europe,West,East
ESP,ITA,ESP,ESP,2022,8858,2333.061562521903,Western Europe,Southern Europe,East,East
ITA,FRA,FRA,POL,2024,8995,1927.5077461724202,Western Europe,Western Europe,North,West
ESP,DEU,POL,DEU,2024,5438,2966.622405011734,Western Europe,Eastern Europe,North,East
DEU,AUT,DEU,FRA,2022,3240,1098.493296627882,Northern Europe,Eastern Europe,East,West
ESP,NLD,ESP,FRA,2024,8096,279.11092024157915,Eastern Europe,Western Europe,South,East
DEU,BEL,BEL,ESP,2022,7876,1613.0269146744124,Northern Europe,Western Europe,East,South
BEL,NLD,ESP,ITA,2024,5043,718.2914010284917,Northern Europe,Northern Europe,North,East
NLD,ITA,NLD,ITA,2023,9097,2367.0140681138023,Northern Europe,Southern Europe,West,East
ESP,AUT,NLD,ITA,2024,7898,690.8909089648369,Southern Europe,Northern Europe,North,East
ITA,POL,POL,BEL,2023,3891,855.918799015516,Western Europe,Southern Europe,North,North
DEU,POL,DEU,CHE,2024,1457,368.3328076634855,Southern Europe,Western Europe,East,East
BEL,POL,FRA,AUT,2022,8192,1258.3536091894778,Western Europe,Southern Europe,North,North
CHE,ITA,NLD,ESP,2024,2560,1592.2291920100654,Eastern Europe,Southern Europe,South,West
NLD,AUT,AUT,FRA,2022,8837,2155.9963746589547,Northern Europe,Northern Europe,East,North
AUT,NLD,ITA,DEU,2024,2828,2727.6926931732346,Northern Europe,Northern Europe,West,North
CHE,ITA,FRA,FRA,2023,7581,257.6094852111055,Western Europe,Southern Europe,North,East
FRA,BEL,ITA,CHE,2024,6530,153.74057742356652,Southern Europe,Northern Europe,North,North
ESP,AUT,DEU,POL,2023,3214,516.5019963995671,Eastern Europe,Northern Europe,West,East
DEU,POL,NLD,ESP,2023,716,2008.0535087667151,Southern Europe,Eastern Europe,West,North
NLD,DEU,NLD,CHE,2024,3744,2209.6835261898404,Northern Europe,Southern Europe,South,West
POL,AUT,AUT,POL,2023,6513,2380.8665692315544,Eastern Europe,Eastern Europe,West,South
DEU,CHE,ESP,NLD,2024,1303,806.7538145225938,Eastern Europe,Northern Europe,West,North
POL,ITA,ITA,AUT,2023,2665,987.0949584584077,Northern Europe,Northern Europe,East,East
CHE,ESP,DEU,ESP,2024,3274,1501.0904721399484,Southern Europe,Northern Europe,North,West
ITA,ESP,FRA,NLD,2024,3261,2952.8315976596973,Eastern Europe,Northern Europe,West,South
DEU,CHE,ESP,ITA,2024,4421,1146.3383029962074,Eastern Europe,Northern Europe,North,West
FRA,DEU,DEU,POL,2024,6369,1550.0983551518632,Eastern Europe,Northern Europe,East,East
NLD,ESP,ITA,BEL,2022,7199,470.6543486451099,Western Europe,Southern Europe,North,North
CHE,ITA,FRA,DEU,2023,7476,1788.4886015275004,Eastern Europe,Western Europe,West,West
FRA,CHE,BEL,ITA,2022,5901,199.76930451502886,Eastern Europe,Western Europe,North,North
ITA,DEU,POL,NLD,2023,4251,1941.296217341457,Northern Europe,Northern Europe,West,South
ITA,BEL,CHE,ESP,2023,9011,2590.9038130417102,Northern Europe,Northern Europe,East,East
DEU,POL,ITA,NLD,2023,2700,1099.8323240096352,Western Europe,Western Europe,South,North
CHE,AUT,NLD,NLD,2023,6275,1231.8570869170344,Northern Europe,Western Europe,East,East
BEL,ESP,AUT,BEL,2022,766,2683.9628806049136,Eastern Europe,Northern Europe,South,West
CHE,DEU,NLD,BEL,2022,383,2459.465558765332,Eastern Europe,Northern Europe,West,North
POL,FRA,CHE,CHE,2023,5940,2173.3631883001535,Northern Europe,Eastern Europe,East,West
ITA,NLD,DEU,POL,2022,4693,2739.628299403269,Southern Europe,Eastern Europe,North,West
NLD,CHE,NLD,CHE,2022,1565,547.8056968637177,Southern Europe,Western Europe,East,North
NLD,BEL,ESP,FRA,2022,8421,1917.6345063099434,Eastern Europe,Southern Europe,West,East
NLD,CHE,BEL,DEU,2023,4834,183.52342358490424,Northern Europe,Northern Europe,North,North
ITA,FRA,ITA,FRA,2023,6357,1966.787438342343,Western Europe,Eastern Europe,South,West
ESP,ITA,NLD,FRA,2024,7466,903.7186204327436,Northern Europe,Southern Europe,East,West
POL,BEL,FRA,ITA,2022,3772,1404.063233832788,Western Europe,Northern Europe,East,East
POL,ITA,BEL,AUT,2023,7482,1101.2672009654539,Northern Europe,Southern Europe,West,South
FRA,BEL,BEL,FRA,2022,6687,600.9945931140087,Eastern Europe,Western Europe,North,North
CHE,BEL,NLD,DEU,2023,1092,1903.744291272235,Southern Europe,Western Europe,East,East
CHE,FRA,BEL,BEL,2022,6958,2657.7291099077615,Northern Europe,Western Europe,East,East
CHE,FRA,NLD,ITA,2024,2323,657.8044531463537,Southern Europe,Northern Europe,East,North
ITA,BEL,DEU,BEL,2024,4622,2180.3810447826227,Western Europe,Western Europe,North,North
BEL,DEU,CHE,ITA,2022,3288,2026.5841631564786,Eastern Europe,Eastern Europe,North,North
DEU,ITA,ESP,DEU,2023,3337,1095.7955897662605,Southern Europe,Eastern Europe,North,South
AUT,FRA,POL,NLD,2023,4236,155.38767812580494,Western Europe,Eastern Europe,West,East
DEU,AUT,BEL,ESP,2022,443,2100.394617207312,Northern Europe,Eastern Europe,North,West
POL,ESP,DEU,AUT,2023,4804,2841.9350956225503,Eastern Europe,Western Europe,North,West
DEU,CHE,ITA,BEL,2022,4923,1933.148353555389,Eastern Europe,Eastern Europe,South,East
DEU,BEL,ITA,AUT,2023,5020,1362.348900144139,Eastern Europe,Western Europe,South,West
AUT,ESP,ESP,NLD,2022,3301,1622.9462929237222,Northern Europe,Western Europe,West,South
FRA,NLD,BEL,ESP,2023,5571,678.9235422137608,Northern Europe,Eastern Europe,North,South
NLD,POL,AUT,AUT,2022,988,2276.5780748858388,Southern Europe,Western Europe,South,North
CHE,AUT,ESP,AUT,2023,9633,2264.617507028562,Northern Europe,Northern Europe,South,North
CHE,POL,BEL,BEL,2024,7227,522.0001711235323,Southern Europe,Northern Europe,East,North
ITA,AUT,DEU,CHE,2023,3820,2646.137309249011,Eastern Europe,Southern Europe,North,North
AUT,DEU,CHE,ESP,2022,2983,880.6502444725853,Southern Europe,Northern Europe,South,North
ITA,CHE,AUT,NLD,2024,4312,2948.5425767161832,Western Europe,Western Europe,West,West
BEL,ESP,POL,ESP,2023,7061,1210.4187407080128,Eastern Europe,Western Europe,East,West
BEL,ITA,ITA,DEU,2024,2515,615.863770330049,Eastern Europe,Northern Europe,East,North
ITA,AUT,FRA,CHE,2023,9409,1119.9883229023917,Southern Europe,Eastern Europe,North,South
AUT,ITA,DEU,DEU,2024,3101,1376.5229532218602,Eastern Europe,Eastern Europe,North,West
ITA,CHE,ITA,NLD,2022,1838,300.992541811055,Northern Europe,Western Europe,East,South
CHE,BEL,NLD,BEL,2023,1464,1776.8333055475396,Western Europe,Eastern Europe,West,South
ESP,NLD,FRA,BEL,2023,2808,1833.134075619811,Southern Europe,Southern Europe,North,East
DEU,ESP,ITA,NLD,2022,1024,2242.8983205134696,Southern Europe,Southern Europe,North,East
ESP,CHE,ESP,ITA,2024,251,184.59268764315556,Eastern Europe,Northern Europe,East,North
AUT,CHE,AUT,NLD,2022,8877,1669.5908218581073,Northern Europe,Northern Europe,East,South
ESP,DEU,ITA,CHE,2022,8144,253.43155648492672,Eastern Europe,Eastern Europe,North,West
BEL,POL,POL,FRA,2024,1012,2133.318237903295,Eastern Europe,Western Europe,South,East
POL,NLD,CHE,BEL,2022,2421,261.611158532855,Southern Europe,Northern Europe,North,East
DEU,ESP,ESP,POL,2023,595,2744.010760190735,Eastern Europe,Southern Europe,South,South
NLD,BEL,DEU,CHE,2023,2248,2136.03944396504,Western Europe,Northern Europe,East,East
AUT,BEL,DEU,CHE,2023,656,1571.4303187469557,Eastern Europe,Northern Europe,South,East
DEU,FRA,DEU,CHE,2022,1652,1380.3613775154074,Eastern Europe,Southern Europe,West,West
ESP,CHE,DEU,AUT,2023,2220,478.9506281984609,Southern Europe,Western Europe,East,South
BEL,AUT,CHE,CHE,2023,3185,943.8982297375229,Eastern Europe,Northern Europe,North,East
FRA,DEU,ITA,BEL,2023,3604,2619.981404560599,Northern Europe,Northern Europe,North,South
DEU,BEL,ITA,FRA,2023,9026,102.16835427454008,Eastern Europe,Eastern Europe,East,West
BEL,ESP,NLD,CHE,2023,7605,1822.9955352848986,Western Europe,Northern Europe,West,South
BEL,FRA,AUT,DEU,2022,7262,2185.9717661728296,Western Europe,Southern Europe,East,East
CHE,DEU,BEL,BEL,2023,7643,336.87131811242654,Southern Europe,Western Europe,West,East
ESP,AUT,BEL,ESP,2024,8155,731.4022065168165,Eastern Europe,Southern Europe,North,South
CHE,FRA,ITA,ITA,2022,4754,825.9867754060195,Northern Europe,Eastern Europe,South,East
CHE,FRA,BEL,ITA,2022,6350,2512.00143078476,Eastern Europe,Southern Europe,East,South
NLD,POL,NLD,DEU,2022,7346,1443.2783652958694,Western Europe,Western Europe,South,South
ESP,NLD,FRA,ITA,2022,254,1511.8018146295867,Northern Europe,Southern Europe,North,East
ITA,POL,CHE,NLD,2023,1096,1947.549077678675,Northern Europe,Western Europe,South,North
ITA,POL,ITA,ITA,2024,4726,2706.1363345027253,Eastern Europe,Eastern Europe,North,West
ESP,DEU,CHE,BEL,2024,3005,1423.8756804904456,Western Europe,Southern Europe,North,West
ESP,ITA,POL,NLD,2022,9469,533.3651497030532,Southern Europe,Northern Europe,East,East
NLD,ESP,ITA,ITA,2024,253,2796.8132228148484,Eastern Europe,Southern Europe,South,West
ESP,AUT,ITA,BEL,2024,7953,1430.244835435861,Southern Europe,Eastern Europe,West,West
CHE,ESP,FRA,BEL,2022,6581,626.7311234485834,Northern Europe,Southern Europe,West,North
BEL,FRA,CHE,CHE,2022,5699,976.9476468813745,Northern Europe,Northern Europe,North,West
BEL,AUT,DEU,FRA,2024,1816,247.3275100979325,Eastern Europe,Eastern Europe,North,North
CHE,BEL,CHE,DEU,2023,886,1458.071715223517,Western Europe,Southern Europe,South,East
AUT,ITA,AUT,ESP,2024,4468,2574.071698539686,Northern Europe,Eastern Europe,North,North
CHE,BEL,AUT,AUT,2024,8196,2807.383322419399,Southern Europe,Eastern Europe,West,South
FRA,BEL,ITA,ITA,2023,4372,2804.546401760567,Southern Europe,Western Europe,East,South
POL,NLD,DEU,ITA,2023,3867,463.16707432336557,Eastern Europe,Western Europe,East,North
DEU,ESP,ESP,NLD,2022,8934,1207.9562592820653,Southern Europe,Eastern Europe,South,South
CHE,DEU,POL,NLD,2022,6094,181.86340298704846,Western Europe,Southern Europe,East,East
ESP,BEL,NLD,ITA,2024,7316,2579.979500417271,Northern Europe,Southern Europe,North,South
ESP,FRA,DEU,POL,2023,8957,1140.391709861694,Southern Europe,Southern Europe,North,North
NLD,ITA,NLD,ESP,2022,3526,1930.2393808874808,Southern Europe,Northern Europe,North,East
NLD,BEL,CHE,FRA,2023,5527,1346.5495422551505,Eastern Europe,Eastern Europe,South,East
CHE,ITA,NLD,POL,2024,7111,988.6827759957047,Southern Europe,Northern Europe,East,North
DEU,AUT,POL,ESP,2022,8152,2890.4174393362396,Eastern Europe,Eastern Europe,West,South
POL,ESP,DEU,ITA,2022,3801,2897.0158525691772,Eastern Europe,Eastern Europe,East,East
BEL,POL,ESP,AUT,2023,9361,939.3654672870636,Southern Europe,Northern Europe,North,East
ITA,NLD,ITA,CHE,2024,2449,1490.9127805589285,Western Europe,Western Europe,West,South
CHE,ITA,FRA,FRA,2023,7111,2921.248060114065,Eastern Europe,Eastern Europe,South,East
POL,FRA,CHE,AUT,2022,7155,114.11838220095936,Southern Europe,Northern Europe,North,East
BEL,FRA,AUT,NLD,2022,1312,1296.7669202995328,Eastern Europe,Southern Europe,North,North
AUT,ITA,POL,NLD,2024,7065,391.3268940748084,Northern Europe,Western Europe,West,North
DEU,FRA,FRA,ITA,2024,9444,1576.5581001315477,Western Europe,Southern Europe,South,North
NLD,ESP,ESP,NLD,2024,6804,171.54286816741273,Western Europe,Eastern Europe,West,North
NLD,FRA,BEL,FRA,2023,7533,1280.005451032821,Northern Europe,Western Europe,South,North
ESP,POL,ITA,ESP,2024,2611,740.0273168774719,Northern Europe,Northern Europe,North,North
BEL,FRA,CHE,BEL,2024,243,1646.5942511303483,Eastern Europe,Eastern Europe,East,South
AUT,POL,ITA,DEU,2022,7467,2988.381582392029,Northern Europe,Northern Europe,North,North
POL,BEL,FRA,ESP,2022,3328,2421.554704867568,Western Europe,Western Europe,East,East
BEL,ESP,BEL,POL,2024,6131,1942.2684633413346,Southern Europe,Eastern Europe,South,East
AUT,DEU,FRA,FRA,2022,4343,220.52355998954982,Southern Europe,Eastern Europe,West,North
ITA,BEL,CHE,AUT,2024,9649,699.7132605280179,Eastern Europe,Northern Europe,South,North
CHE,ESP,DEU,BEL,2023,2813,2782.6872136964594,Western Europe,Western Europe,North,East
NLD,ITA,AUT,FRA,2023,4285,1161.7280419933786,Southern Europe,Northern Europe,West,East
POL,ITA,FRA,CHE,2023,9649,400.54650679430716,Northern Europe,Western Europe,East,East
NLD,POL,BEL,AUT,2024,7428,2136.9755610119855,Southern Europe,Eastern Europe,East,West
POL,BEL,FRA,NLD,2022,4733,968.4273994093384,Southern Europe,Western Europe,North,West
ESP,POL,FRA,NLD,2024,3292,879.6850474220979,Eastern Europe,Eastern Europe,West,West
POL,NLD,CHE,AUT,2024,400,2994.134621118955,Northern Europe,Western Europe,North,West
NLD,FRA,FRA,POL,2022,823,2588.602882577298,Northern Europe,Southern Europe,North,South
POL,CHE,AUT,POL,2022,5794,1283.0196732667391,Northern Europe,Western Europe,South,North
ITA,NLD,ITA,POL,2022,3110,2942.7575026678473,Eastern Europe,Southern Europe,North,East
ESP,FRA,CHE,BEL,2023,5655,1985.3283479157194,Northern Europe,Western Europe,West,North
POL,ESP,AUT,BEL,2024,167,2251.8651104513046,Northern Europe,Western Europe,North,East
BEL,POL,CHE,ITA,2022,2606,191.38782493841362,Southern Europe,Northern Europe,West,North
FRA,ESP,AUT,DEU,2024,1637,452.6552521093656,Southern Europe,Northern Europe,East,South
AUT,ESP,BEL,AUT,2023,497,1935.9468668390914,Northern Europe,Eastern Europe,North,West
FRA,BEL,NLD,DEU,2022,9455,1908.8568056540273,Western Europe,Western Europe,East,East
DEU,FRA,AUT,CHE,2022,4925,488.6721935250762,Northern Europe,Northern Europe,West,North
ITA,AUT,DEU,BEL,2024,8847,435.70413411434146,Western Europe,Western Europe,East,South
BEL,ITA,DEU,BEL,2022,6148,2548.1390978898366,Eastern Europe,Southern Europe,South,South
CHE,ITA,POL,FRA,2024,3761,503.97678225295147,Southern Europe,Western Europe,North,North
POL,NLD,NLD,DEU,2022,3041,1608.6726854616738,Eastern Europe,Eastern Europe,North,West
AUT,ITA,NLD,FRA,2024,7167,207.62862789067657,Southern Europe,Southern Europe,East,East
ESP,FRA,ITA,ESP,2024,5191,333.9423254344144,Western Europe,Eastern Europe,South,South
BEL,POL,NLD,FRA,2024,1701,2049.809976164308,Western Europe,Eastern Europe,West,South
NLD,FRA,ITA,DEU,2024,1580,2098.6260902397985,Northern Europe,Eastern Europe,South,North
CHE,FRA,POL,AUT,2023,6330,1090.2612791644829,Western Europe,Northern Europe,West,South
DEU,CHE,POL,CHE,2024,9394,725.2683192048298,Western Europe,Eastern Europe,West,South
DEU,POL,BEL,BEL,2022,3376,2459.759785196193,Northern Europe,Southern Europe,North,East
BEL,AUT,DEU,ESP,2023,6547,729.599365462682,Northern Europe,Western Europe,East,West
FRA,ITA,AUT,BEL,2023,5599,1671.878502032501,Southern Europe,Eastern Europe,North,East
NLD,POL,AUT,ITA,2024,6373,2907.805638502426,Western Europe,Southern Europe,North,West
DEU,ITA,ESP,CHE,2023,1399,528.772069800913,Southern Europe,Eastern Europe,North,East
AUT,NLD,CHE,FRA,2024,5918,2828.5411757346556,Southern Europe,Western Europe,West,North
DEU,POL,BEL,NLD,2022,6801,630.3898538991391,Eastern Europe,Southern Europe,North,South
ESP,ITA,ESP,DEU,2024,5094,1745.5853032673658,Western Europe,Southern Europe,West,West
POL,AUT,ESP,BEL,2023,7589,1193.3223646803594,Western Europe,Western Europe,East,North
BEL,ESP,ESP,BEL,2022,2931,1259.0082060486855,Western Europe,Southern Europe,South,South
BEL,AUT,NLD,CHE,2022,2821,2950.2943417807196,Southern Europe,Southern Europe,North,East
AUT,NLD,ESP,ESP,2023,5353,847.5576157915748,Southern Europe,Southern Europe,North,South
DEU,AUT,AUT,CHE,2022,2096,2133.95432490028,Western Europe,Southern Europe,South,West
AUT,ESP,CHE,CHE,2024,5411,141.68156015555516,Northern Europe,Western Europe,South,North
ITA,ESP,FRA,DEU,2022,377,243.58662613665123,Southern Europe,Northern Europe,South,East
CHE,ESP,AUT,ESP,2024,3189,1838.139902693828,Southern Europe,Western Europe,South,West
ITA,BEL,FRA,ESP,2024,623,1090.856264073517,Northern Europe,Southern Europe,North,West
DEU,AUT,FRA,AUT,2022,4375,2864.6174793827854,Northern Europe,Southern Europe,West,West
CHE,FRA,CHE,AUT,2024,5465,2719.2530030960784,Northern Europe,Southern Europe,East,West
ITA,NLD,FRA,CHE,2022,3222,2169.748150162451,Western Europe,Western Europe,South,North
FRA,ESP,POL,NLD,2022,8267,2472.622185270624,Western Europe,Southern Europe,West,South
DEU,ITA,DEU,AUT,2024,5290,2035.2623640363106,Southern Europe,Northern Europe,South,West
ITA,AUT,POL,CHE,2024,4675,464.188097859466,Southern Europe,Eastern Europe,North,East
FRA,BEL,DEU,POL,2023,7827,2320.0757720986876,Eastern Europe,Northern Europe,North,East
FRA,AUT,FRA,ITA,2024,1897,709.5567092846545,Western Europe,Western Europe,West,South
BEL,NLD,BEL,ITA,2023,2231,1037.9842797905708,Southern Europe,Southern Europe,West,North
DEU,BEL,BEL,ESP,2024,7422,2475.7792150970186,Northern Europe,Western Europe,West,South
FRA,NLD,DEU,NLD,2022,6600,1655.9242643409998,Northern Europe,Eastern Europe,North,West
BEL,AUT,AUT,DEU,2024,915,2593.8280711318866,Western Europe,Western Europe,North,North
ITA,FRA,CHE,AUT,2022,8734,717.8024275454661,Northern Europe,Southern Europe,East,North
ESP,NLD,FRA,POL,2022,6766,1862.5574719599729,Eastern Europe,Eastern Europe,West,West
DEU,BEL,CHE,CHE,2022,242,342.9938203899587,Southern Europe,Eastern Europe,East,East
CHE,BEL,POL,NLD,2023,1510,1964.876881266086,Southern Europe,Southern Europe,South,West
AUT,NLD,BEL,ESP,2024,634,2311.348709549051,Southern Europe,Southern Europe,East,South
ITA,CHE,POL,NLD,2022,1132,872.0713543465497,Northern Europe,Western Europe,South,East
ITA,AUT,POL,AUT,2023,3442,190.8937396907135,Eastern Europe,Northern Europe,East,West
FRA,NLD,DEU,DEU,2024,9702,446.4017634964287,Western Europe,Western Europe,West,South
